Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
RMD,21310.0,9.44,0.5,0.1773,0.11,0.2397
RHI,4330.0,3.78,1.58,0.0711,0.1689,0.39380000000000004
ROK,17480.0,24.38,1.47,0.1054,0.1277,0.6286
ROL,11850.0,14.52,0.38,0.09759999999999999,0.131,0.2664
ROP,33090.0,3.49,1.02,0.3018,0.0559,0.18489999999999998
ROST,40260.0,12.29,0.81,0.1035,0.174,0.4984
RCL,6720.0,0.55,2.49,0.1716,0.0452,0.1565
SPGI,59030.0,123.24,1.04,0.34020000000000006,0.21539999999999998,1.2358
CRM,162800.0,4.89,,,,
SBAC,30120.0,,0.39,-0.003,0.0424,
SLB,18720.0,0.79,2.1,-0.5519,0.03,-0.682
STX,12730.0,6.96,1.09,0.1757,0.09480000000000001,1.0462
SEE,3850.0,,1.12,0.0684,0.08349999999999999,
SRE,32990.0,1.65,0.76,0.2296,0.0274,0.1109
NOW,54650.0,25.68,1.35,0.182,0.0126,0.3909
SHW,41720.0,10.12,1.22,0.0898,0.0755,0.4794
SPG,16770.0,6.75,1.4,0.3515,0.0545,0.6908
SWKS,14970.0,3.51,1.23,0.24350000000000002,0.11220000000000001,0.1928
SLG,3300.0,0.63,1.69,0.302,0.018600000000000002,0.058499999999999996
SNA,5910.0,1.73,1.37,0.16329999999999997,0.1048,0.20420000000000002
SO,57170.0,2.08,0.46,0.16760000000000003,0.0305,0.11109999999999999
LUV,18120.0,1.84,1.27,0.08460000000000001,0.0547,0.1928
SWK,15350.0,2.01,1.49,0.0645,0.0462,0.109
SBUX,76790.0,,0.8,0.12710000000000002,0.1013,
STT,18750.0,0.87,1.56,0.2006,0.008,0.0969
STE,11870.0,3.51,0.75,0.13449999999999998,0.0645,0.12369999999999999
SYK,62500.0,4.88,0.85,0.1447,0.0761,0.1745
SIVB,7780.0,1.27,2.21,0.32380000000000003,0.0152,0.16210000000000002
SYF,9380.0,0.65,1.66,0.3653,0.0288,0.2193
SNPS,23600.0,5.69,,0.1396,0.0484,0.1158
SYY,23140.0,9.16,1.13,0.023,0.0745,0.6146
TMUS,72250.0,2.51,0.27,0.078,0.0481,0.1273
TROW,22260.0,3.13,1.16,0.341,0.1873,0.255
TTWO,13450.0,5.6,,0.1309,0.057800000000000004,0.1766
TPR,3580.0,1.08,1.39,-0.0364,0.058600000000000006,-0.0688
TGT,54850.0,4.64,0.76,0.042,0.0703,0.2827
TEL,20850.0,1.98,1.31,0.0536,0.0692,0.0736
FTI,3100.0,0.39,2.35,-0.4177,0.028300000000000002,-0.7812
TFX,13580.0,4.56,0.98,0.2112,0.049,0.1954
TXN,92080.0,10.34,1.15,0.35229999999999995,0.1998,0.6121
TXT,6070.0,1.1,1.61,0.0516,0.0433,0.1274
TMO,112010.0,3.77,1.05,0.1431,0.0466,0.1304
TIF,16239.999999999998,5.19,1.04,0.1223,0.0775,0.1674
TJX,71040.0,12.82,0.7,0.0784,0.1435,0.5951
TSCO,9770.0,6.24,0.95,0.06709999999999999,0.0825,0.401
TT,19760.0,2.72,1.38,0.0719,0.0709,0.20350000000000001
TDG,17300.0,,1.46,0.1867,0.08470000000000001,
TRV,25120.0,0.97,0.89,0.07629999999999999,0.018600000000000002,0.09789999999999999
TFC,41560.0,0.68,1.47,0.2507,0.0095,0.0723
TWTR,19260.0,2.21,0.78,0.3639,0.0134,0.1595
TSN,21080.0,1.46,0.67,0.0452,0.0556,0.1407
UDR,10770.0,3.25,0.61,0.1365,0.0152,0.043
ULTA,15310.0,8.29,1.45,0.09539999999999998,0.1398,0.37929999999999997
USB,51880.0,1.13,1.19,0.308,0.0126,0.12240000000000001
UAA,3920.0,1.94,1.22,-0.1042,0.0116,-0.2889
UA,3920.0,1.7,1.22,-0.1042,0.0116,-0.2889
UNP,95700.0,5.28,1.07,0.2785,0.08900000000000001,0.3558
UAL,7800.0,0.68,1.49,0.024300000000000002,0.0384,0.1054
UNH,236160.0,4.1,0.72,0.0558,0.0708,0.2396
UPS,80400.0,24.61,0.83,0.057300000000000004,0.0583,1.2633
URI,7410.0,1.94,2.27,0.1252,0.0747,0.3344
UHS,8480.0,1.54,1.05,0.0634,0.06480000000000001,0.133
UNM,3050.0,0.31,1.71,0.0825,0.0139,0.10400000000000001
VFC,21350.0,4.67,0.97,0.06480000000000001,0.0782,0.16440000000000002
VLO,18490.0,0.85,1.97,0.0043,0.016200000000000003,0.0416
VAR,9310.0,5.04,1.06,0.0696,0.0786,0.1285
VTR,10000.0,0.96,1.16,0.19940000000000002,0.021,0.0737
VRSN,20840.0,,0.92,0.6333,0.2763,
VRSK,22650.0,10.02,0.68,0.18230000000000002,0.0812,0.22920000000000001
VZ,222330.0,3.62,0.44,0.14,0.0679,0.3176
VRTX,61650.0,10.13,0.91,0.3135,0.1334,0.2702
VIAC,8810.0,0.65,1.82,0.0681,0.071,0.2052
V,354810.0,11.54,0.92,0.5226,0.1402,0.3625
VNO,6920.0,1.18,1.43,1.5434,0.016,0.43479999999999996
VMC,14310.0,2.55,0.84,0.1234,0.0529,0.11449999999999999
WRB,9380.0,1.54,0.79,0.0639,0.0174,0.08800000000000001
WAB,9160.0,0.92,1.51,0.0519,0.0325,0.0451
WMT,344440.0,4.61,0.32,0.028399999999999998,0.058899999999999994,0.1886
WBA,40540.0,1.7,0.56,0.0252,0.0322,0.1414
DIS,172040.0,1.92,1.08,0.0688,0.0277,0.0501
WM,39060.0,5.53,0.75,0.10869999999999999,0.0673,0.256
WAT,11270.0,,0.95,0.22769999999999999,0.1442,1.7046999999999999
WEC,27800.0,2.74,0.21,0.16079999999999997,0.0302,0.11320000000000001
WFC,117570.0,0.71,1.19,0.1902,0.0075,0.07629999999999999
WELL,19110.0,1.23,0.87,0.24710000000000001,0.0239,0.08039999999999999
WDC,12440.0,1.33,1.68,-0.037000000000000005,-0.0062,-0.061200000000000004
WU,7450.0,,0.91,0.2064,0.0724,
WRK,7320.0,0.62,1.57,0.0467,0.030299999999999997,0.0738
WY,12650.0,1.55,1.92,0.0547,0.0241,0.043
WHR,5320.0,1.66,1.98,0.0433,0.0407,0.2263
WMB,17160.0,1.29,1.78,0.0171,0.0341,-0.0034999999999999996
WLTW,21860.0,2.13,0.77,0.1155,0.0277,0.106
WYNN,6490.0,3.73,2.53,-0.0649,0.0191,-0.2054
XEL,31660.0,2.39,0.29,0.1207,0.0259,0.10550000000000001
XRX,4030.0000000000005,0.72,1.68,0.1393,0.042,0.1036
XLNX,19390.0,7.19,0.98,0.2507,0.1047,0.3063
XYL,11720.0,3.96,1.07,0.0701,0.0525,0.12789999999999999
YUM,20630.0,,0.87,0.1989,0.21850000000000003,
ZBRA,9740.0,5.3,1.64,0.1159,0.09820000000000001,0.32439999999999997
ZBH,20900.0,1.69,1.33,0.0484,0.0326,0.0321
ZION,4380.0,0.65,1.68,0.24359999999999998,0.0088,0.0819
ZTS,55890.0,20.64,0.77,0.2541,0.12480000000000001,0.6355
FRAF,119060.0,0.93,0.74,0.2637,0.0118,0.1165
UFI,213060.0,0.54,0.98,-0.051399999999999994,0.0199,-0.0992
EVOP,632830.0,,,-0.019799999999999998,0.009899999999999999,-0.15109999999999998
PACB,471100.0,8.58,1.69,-0.5835,-0.2469,-0.6769
SAFM,3060.0,2.16,0.67,0.009300000000000001,0.0147,0.023799999999999998
KLXE,99790.0,0.3,,-0.1772,-0.0040999999999999995,-0.2953
PEBO,459400.0,0.76,0.94,0.20739999999999997,0.0091,0.0689
SMTC,3170.0,4.6,1.64,0.0582,0.03,0.046900000000000004
CVGW,1350.0,4.75,1.01,0.0258,0.0766,0.1116
NDLS,207920.0,4.11,1.01,-0.0052,0.015700000000000002,-0.0516
NE,65250.0,0.02,2.48,-1.3616,0.0045000000000000005,-0.5209
HSTM,766470.0,2.27,0.47,0.0674,0.0216,0.05
SBT,406640.0,1.16,1.04,0.4296,0.0177,0.1638
TOCA,29180.0,2.69,-0.01,0.0,-0.5782,-2.4166
TREX,4640.0,10.32,1.64,0.20309999999999997,0.2188,0.38189999999999996
LSTR,3680.0,5.1,0.96,0.051500000000000004,0.1309,0.3029
WK,1520.0,23.28,1.19,-0.16329999999999997,-0.066,-1.392
AEO,2400.0,1.91,1.12,0.0444,0.076,0.1509
ABEO,175610.0,0.98,1.58,0.0,-0.2687,-0.8465
AMOT,230150.0,1.93,1.77,0.0449,0.0553,0.1452
MNR,1180.0,1.77,0.8,-0.1769,0.0262,-0.03
STL,2029.9999999999998,0.46,1.69,0.39149999999999996,0.0113,0.0768
LECO,4100.0,5.01,1.26,0.0941,0.10529999999999999,0.3617
GLUU,953460.0,4.69,0.78,-0.0001,-0.0038,-0.0003
DTIL,310200.0,2.24,,0.0,-0.3124,-1.3972
FBM,444540.0,1.09,1.65,0.0236,0.0391,0.131
DORM,1790.0,2.32,0.76,0.0827,0.0751,0.1085
HIBB,429550.0,1.28,1.51,0.0231,0.0526,0.08220000000000001
RRD,68340.0,,2.85,-0.0158,0.0447,
TILE,442690.0,1.2,1.84,-0.0225,0.0692,-0.10210000000000001
TBNK,235520.0,0.97,0.62,0.3134,0.0096,0.08259999999999999
ARR,518740.0,0.36,1.11,0.0,-0.057,-0.4771
ALKS,2290.0,2.11,1.4,-0.11630000000000001,-0.0431,-0.1283
GSHD,1620.0,,0.8,0.0127,0.0496,
NGVC,191510.0,1.2,1.05,0.015600000000000001,0.0292,0.0932
NGS,59030.0,0.24,2.07,-0.1261,0.0001,-0.0385
CNCE,262120.0,2.58,0.92,0.0,-0.2606,-0.5049
BFAM,5910.0,6.08,0.81,0.0818,0.048600000000000004,0.1906
DBX,7520.0,9.3,0.88,-0.0033,-0.0084,-0.0076
HLF,4019.9999999999995,,0.95,0.0524,0.114,
CORR,609800.0,1.74,1.31,0.0475,0.04650000000000001,0.0088
PRA,1350.0,0.7,0.37,-0.0567,-0.011200000000000002,-0.0352
KIDS,669270.0,4.7,0.77,-0.2108,-0.043899999999999995,-0.1332
HIW,3680.0,1.73,1.03,0.4147,0.0297,0.13570000000000002
GALT,111780.0,2.58,2.45,0.0,-0.3527,-0.5837
LE,377250.0,1.18,2.12,0.013300000000000001,0.0263,0.0575
ELAN,8930.0,1.61,,-0.0042,0.0204,-0.0021
FFWM,455970.0,0.74,1.47,0.275,0.009300000000000001,0.0977
CSOD,1980.0,12.52,1.34,-0.0245,0.0105,-0.1119
FMBI,1510.0,0.64,1.33,0.2525,0.0097,0.0754
TSC,287800.0,0.57,2.01,0.3212,0.0076,0.1054
HMTV,335730.0,1.46,0.86,-0.0757,0.0513,-0.0499
CUB,1290.0,1.36,1.1,0.004,0.0151,-0.0077
ARD,2800.0,,1.31,0.23,0.031,
HOFT,291700.0,1.08,0.71,0.027999999999999997,0.0364,0.0636
LXRX,208590.0,1.78,1.11,0.2659,0.2486,18.772100000000002
PLT,1090.0,1.66,2.08,-0.0969,0.0053,-0.2565
FGEN,3090.0,5.99,1.52,-0.4275,-0.0928,-0.2229
SPRO,164250.0,2.2,2.03,0.0,-0.4282,-0.8083
AKBA,987310.0,2.5,1.27,-0.7639,-0.1454,-0.5567
AKTS,195210.0,4.42,1.57,0.0,-0.3281,-0.9333
NATH,298640.0,,0.14,0.12269999999999999,0.1718,
ICPT,2070.0,40.22,1.88,-1.2753,-0.3543,
JHG,2830.0,0.58,1.53,0.0388,0.053,0.0123
MCBC,242890.0,1.12,0.8,0.3721,0.0155,0.1459
ATEC,218250.0,5.0,1.99,-0.5442,-0.1884,-1.5428
CELC,66650.0,3.45,0.74,0.0,-0.2349,-0.3751
SONO,923040.0,2.51,,-0.0195,-0.0268,-0.0857
CDZI,405790.0,,-0.64,0.0,-0.11019999999999999,
CONE,7100.0,2.92,0.44,-0.0332,0.008,-0.013999999999999999
CCNE,290530.0,0.95,1.01,0.2902,0.011200000000000002,0.1315
RTW,25730.0,0.46,2.01,-0.0745,-0.0738,-1.2016
BGSF,77100.0,1.13,2.07,0.0409,0.10039999999999999,0.1852
ALLY,5380.0,0.37,,0.1834,0.005699999999999999,0.0755
MC,1500.0,3.39,1.56,0.153,0.1905,0.4678
SYRS,270950.0,3.42,1.57,0.0,-0.3908,-1.0843
BHLB,745970.0,0.43,1.46,0.1472,0.0051,0.039599999999999996
CRY,638480.0,2.23,1.39,-0.0169,0.0141,-0.0169
WOW,412990.0,,1.62,0.0246,0.0435,
PBIP,131650.0,0.91,0.02,0.35960000000000003,0.0086,0.0797
ADNT,851480.0,0.49,3.62,-0.032799999999999996,0.0155,-0.1889
MYGN,1070.0,0.99,1.34,-0.1949,-0.024300000000000002,-0.1449
WDR,758530.0,0.94,1.5,0.09759999999999999,0.08460000000000001,0.12560000000000002
WBC,6940.0,5.18,0.74,0.057800000000000004,0.0414,0.1444
KAI,856200.0,2.01,1.35,0.0776,0.0571,0.1343
LC,548470.0,0.61,1.28,-0.0842,-0.019,-0.0708
REV,581080.0,,1.08,-0.1278,0.0105,
CADE,824630.0,0.34,1.94,-0.435,-0.0147,-0.1157
ESNT,2600.0,0.87,1.42,0.6446,0.1153,0.205
ESRT,3230.0,2.58,0.84,0.0696,0.0222,0.0433
CWK,2590.0,1.99,,-0.0039000000000000003,0.0155,-0.0282
MDC,1460.0,0.82,1.48,0.0701,0.0576,0.1371
ASB,1970.0,0.54,1.28,0.24719999999999998,0.0085,0.075
CCRN,243260.0,1.5,0.99,-0.0693,0.0158,-0.2985
BSTC,415040.0,3.33,0.87,0.618,0.1548,0.2121
EVRI,1130.0,,2.68,0.031,0.0395,
RCKY,141430.0,0.86,0.62,0.057800000000000004,0.055999999999999994,0.0944
QRTEA,2540.0,0.53,,-0.039900000000000005,0.0472,-0.09
WST,11210.0,7.12,1.07,0.138,0.08990000000000001,0.18230000000000002
BBBY,1370.0,0.74,2.39,-0.055,-0.0048,-0.2838
CVET,910500.0,0.72,,-0.2534,-0.0103,-0.5911
ADSW,2960.0,3.2,0.33,-0.0042,0.016200000000000003,-0.0075
SBGI,1340.0,0.89,1.34,0.028900000000000002,0.0342,0.126
CNBKA,346550.0,1.04,1.09,0.3508,0.0074,0.1229
EVBN,120160.0,0.81,1.16,0.2075,0.0091,0.0956
SFM,2190.0,3.76,0.17,0.0315,0.061500000000000006,0.3016
ATRO,281740.0,0.73,1.7,-0.12890000000000001,0.0264,-0.23870000000000002
NUAN,4720.0,3.8,0.97,0.0823,0.0339,0.10769999999999999
MLP,211320.0,9.29,0.56,-1.0615,-0.0269,-0.2662
IRMD,255580.0,4.6,1.31,0.2465,0.0801,0.18600000000000003
HAE,5010.0,8.72,,0.0774,0.0757,0.122
SASR,773490.0,0.68,1.13,0.2907,0.0111,0.08689999999999999
AM,1010.0,0.32,3.51,-0.7182,0.0507,-0.2288
EXPO,3730.0,10.64,0.24,0.2163,0.1354,0.2636
CW,3850.0,2.17,1.29,0.121,0.07690000000000001,0.1866
HCKT,381270.0,2.77,0.75,0.0823,0.11779999999999999,0.1609
PPBI,1130.0,0.56,1.35,0.32030000000000003,0.0125,0.0732
NLY,7250.0,0.53,1.15,0.0,-0.045899999999999996,-0.3478
RPM,8320.0,5.94,1.09,0.0581,0.0673,0.2359
MIDD,3150.0,1.62,1.54,0.121,0.0683,0.1972
FSLR,3820.0,0.75,1.25,0.014199999999999999,0.0246,0.0084
TENB,2190.0,22.1,,-0.2668,-0.1101,-0.8798
FCAP,202340.0,2.05,-0.18,0.28809999999999997,0.0125,0.10710000000000001
VCEL,412310.0,3.71,2.99,-0.09390000000000001,-0.0556,-0.10800000000000001
NKTR,3170.0,2.26,1.96,0.0,-0.1257,-0.31379999999999997
ETM,230940.0,0.26,1.34,-0.2926,0.04190000000000001,-0.39289999999999997
BTU,281880.0,0.11,1.55,-0.1103,-0.014499999999999999,-0.15560000000000002
EOLS,139970.0,1.76,3.18,-2.1751,-0.2922,-1.4322
ALX,1410.0,5.56,0.62,0.20920000000000002,0.0447,0.18170000000000003
JEF,5520.0,0.57,1.42,0.1764,,
PICO,150820.0,0.85,1.0,0.17300000000000001,0.014199999999999999,0.0172
WRLD,387730.0,0.99,2.12,0.052000000000000005,0.040999999999999995,0.0635
CLXT,109860.0,1.76,2.45,0.0,-0.28600000000000003,-0.6175
ARW,4080.0,0.85,1.46,-0.0105,0.0282,-0.057699999999999994
QLYS,3390.0,8.78,1.0,0.2248,0.0731,0.1967
GBLI,364540.0,0.5,0.53,0.0106,0.0066,0.0087
RMTI,141550.0,6.97,1.47,-0.5428000000000001,-0.36060000000000003,-1.5944999999999998
SAFE,3230.0,2.96,-0.36,0.34259999999999996,0.0256,0.0436
CORE,1290.0,2.18,0.24,0.0045000000000000005,0.0333,0.1059
WAL,3100.0,1.03,1.82,0.4396,0.0175,0.1617
SAIA,1920.0,2.35,1.08,0.06559999999999999,0.0712,0.1532
CKH,548180.0,0.68,0.93,0.0262,0.009300000000000001,0.0262
EGOV,1540.0,6.26,0.33,0.141,0.1066,0.21710000000000002
EIDX,1890.0,11.01,,-1.8330000000000002,-0.1684,-0.3066
CDK,3990.0,,1.33,0.0034000000000000002,0.1231,
FOR,497060.0,0.6,2.11,0.0629,0.024300000000000002,0.0613
ESTC,5250.0,12.22,,-0.44420000000000004,-0.15789999999999998,-0.4949
CUBE,5190.0,2.88,0.27,0.2575,0.0394,0.0959
MGNX,285940.0,1.24,2.15,-2.2214,-0.32170000000000004,-0.5928
PZZA,1710.0,,0.91,0.0092,0.0519,
IBTX,1020.0,0.44,1.88,0.35509999999999997,0.0134,0.08650000000000001
TDS,1920.0,0.41,1.12,0.0253,0.0104,0.029500000000000002
SFL,1740.0,1.56,,-0.0681,0.0323,-0.029900000000000003
CXP,1440.0,0.55,1.23,0.041299999999999996,0.0043,0.0044
NPK,618460.0,1.83,0.63,0.1368,0.0704,0.1104
KZR,166450.0,2.13,,0.0,-0.19940000000000002,-0.3333
GWGH,310240.0,2.35,-0.46,0.7681999999999999,-0.008,0.043
TKR,2430.0,1.3,1.79,0.094,0.0673,0.20149999999999998
EVR,1870.0,2.15,1.88,0.1294,0.15460000000000002,0.30760000000000004
RBC,2550.0,1.08,1.4,0.0637,0.044199999999999996,0.08539999999999999
CHGG,4420.0,8.86,0.94,-0.024700000000000003,0.0103,-0.024700000000000003
MSGN,582390.0,,0.56,0.24280000000000002,0.21530000000000002,
SITC,1000.0,0.61,1.4,0.1925,0.0227,0.0499
TEAM,33690.0,37.64,0.98,-0.13369999999999999,-0.0029,-0.2682
DBD,272860.0,,3.18,-0.0702,0.0177,
DENN,427520.0,,1.39,0.2279,0.10769999999999999,
HHC,2780.0,0.88,1.65,-0.07400000000000001,-0.0012,-0.023399999999999997
GRUB,3740.0,2.51,1.2,-0.0436,-0.0113,-0.0401
PCSB,236400.0,0.84,0.62,0.1782,0.005,0.029300000000000003
ALNY,12320.0,8.56,1.89,0.0,-0.2797,-0.612
ACNB,260100.00000000003,1.37,0.08,0.2089,0.0086,0.0791
AHT,76330.0,0.28,,-0.11230000000000001,0.009300000000000001,-0.5596
CFFI,145940.0,0.88,0.49,0.1751,0.0109,0.11199999999999999
CATO,395180.0,1.19,0.73,0.0435,0.0398,0.1134
MTG,2150.0,0.5,1.81,0.5464,0.0933,0.16670000000000001
CCK,7820.0,4.56,1.27,0.0424,0.0451,0.3421
DOX,7340.0,2.07,0.72,0.1198,0.0658,0.1404
LIVX,89970.0,21.16,1.25,-1.0669,-0.3886,-6.3024000000000004
HELE,4140.0,3.57,0.87,0.0892,0.0775,0.1412
SYNA,1970.0,2.85,1.08,-0.0129,0.0252,-0.0242
CLFD,161490.0,2.13,1.07,0.0518,0.0369,0.0601
FSTR,130440.0,0.77,1.67,0.0584,0.027200000000000002,0.2555
BCOR,576500.0,0.9,1.23,-0.4362,0.024,-0.6609
TTMI,1100.0,0.86,2.06,0.016399999999999998,0.0215,0.0254
SSYS,874040.0,0.76,1.57,-0.0493,-0.0126,-0.026699999999999998
INN,445520.0,0.38,2.13,0.10490000000000001,0.0143,0.045
RGCO,234690.0,2.73,-0.45,0.1769,0.035,0.12869999999999998
ERI,1120.0,1.0,2.61,-0.0562,0.0407,-0.1326
RAMP,3240.0,2.73,1.27,-0.4696,-0.079,-0.1359
EAF,2170.0,,1.14,0.4096,0.35509999999999997,
AVLR,5820.0,12.6,,-0.1349,-0.0675,-0.1709
CBRL,3660.0,6.04,1.03,0.0704,0.0967,0.3493
PAG,2250.0,0.81,1.68,0.0171,0.0274,0.1442
OFG,573840.0,0.6,1.73,0.1038,0.0040999999999999995,0.0315
OAS,113440.0,0.03,3.81,-2.4273,-0.5127,-2.6069
XERS,73210.0,5.07,,0.0,-0.5640999999999999,-1.9302000000000001
ATHX,512309.99999999994,22.01,-1.77,0.0,-0.6122,-1.6944
CMP,1300.0,2.46,1.63,0.055,0.049400000000000006,0.1833
GLNG,1440.0,0.97,0.6,-0.47229999999999994,0.015300000000000001,-0.0684
CVLT,1890.0,4.46,0.76,-0.0084,0.0,-0.0141
SF,2830.0,0.86,1.68,0.1266,0.0175,0.1266
NHI,2210.0,1.48,0.87,0.5724,0.0471,0.12710000000000002
USM,2500.0,0.6,0.63,0.0358,0.009300000000000001,0.0349
ZG,7400.0,2.11,1.13,-0.1175,-0.030299999999999997,-0.1198
SNX,6430.0,1.68,1.47,0.0226,0.050300000000000004,0.1456
KOS,362810.0,0.43,3.46,-0.13449999999999998,0.0351,-0.244
TUP,79400.0,,2.7,-0.0192,0.0579,
ARGO,1280.0,0.72,0.88,-0.062400000000000004,-0.0054,-0.0673
PRGX,66070.0,1.25,1.21,-0.0787,-0.0009,-0.25579999999999997
CENTA,1430.0,1.44,0.3,0.035699999999999996,0.043899999999999995,0.0872
LOPE,3620.0,2.51,0.59,0.3204,0.102,0.1891
CDLX,937770.0,6.55,2.36,-0.1108,-0.079,-0.2626
REZI,595910.0,0.37,,-0.0067,0.038,-0.0212
AEIS,1850.0,2.74,1.53,0.0702,0.0479,0.091
IRTC,2200.0,16.24,1.37,-0.24100000000000002,-0.1741,-0.634
BRKS,2250.0,1.94,1.49,0.5297999999999999,0.023399999999999997,0.0301
EVER,708450.0,13.68,,-0.015,-0.0288,-0.0852
FFNW,102370.0,0.65,0.51,0.2321,0.0077,0.0663
PRSP,4270.0,1.97,,0.0209,0.0356,0.042699999999999995
SR,3780.0,1.61,0.21,0.08929999999999999,0.023700000000000002,0.0644
ODC,269470.0,1.95,0.88,0.06280000000000001,0.050300000000000004,0.1259
GRPN,1350.0,4.5,1.76,-0.0101,0.0154,-0.0368
SLAB,3750.0,3.36,1.21,0.018600000000000002,0.019299999999999998,0.0149
WWW,1230.0,1.61,1.74,0.0461,0.033,0.1223
MTSI,1260.0,4.28,2.4,-0.7569,-0.0361,-0.7816
USNA,1210.0,3.45,0.94,0.09759999999999999,0.18309999999999998,0.2904
CBT,1470.0,1.44,1.77,0.0338,0.06280000000000001,0.11380000000000001
TEUM,290990.0,1.78,1.66,-0.23629999999999998,-0.0308,-0.1924
ZUO,1690.0,10.07,2.16,-0.30210000000000004,-0.147,-0.4814
STMP,2220.0,3.34,0.21,0.10210000000000001,0.066,0.0926
CAI,247270.0,0.42,1.89,0.0271,0.0271,0.0446
EIGR,167080.0,2.96,1.12,0.0,-0.4524,-1.4528
AMC,751870.0,0.64,1.7,-0.027200000000000002,0.0127,-0.1142
HA,479720.0,0.44,2.38,0.0158,0.0344,0.0455
UNFI,385260.0,0.34,1.1,-0.012199999999999999,,
GNRC,5840.0,5.66,0.89,0.1139,0.08869999999999999,0.2562
COLD,6820.0,3.72,0.08,0.0407,0.0341,0.0565
LSI,4430.0,2.08,0.35,0.44179999999999997,0.0355,0.12359999999999999
FRGI,101500.0,0.64,1.55,-0.1464,0.0012,-0.46649999999999997
ANGO,432320.0,0.71,0.7,0.17739999999999997,-0.0043,-0.012
DELL,36330.0,,,0.0501,0.0175,4.9968
GPK,3440.0,2.19,1.27,0.0218,0.036699999999999997,0.08310000000000001
AMTB,577320.0,0.78,,0.1631,0.0052,0.051399999999999994
CACC,8119.999999999999,3.41,1.21,0.5394,0.09609999999999999,0.3019
SHO,1880.0,0.79,1.15,-0.0407,0.0183,-0.0149
MPAA,417800.0,1.49,1.55,-0.0036,0.0382,-0.0066
APY,445620.0,0.43,3.63,-0.5505,0.0384,-0.8593000000000001
HL,952310.0,0.56,1.8,-0.1387,-0.0052,-0.0548
CSII,1240.0,8.67,1.54,-0.0404,-0.0313,-0.0745
WGO,1750.0,2.22,2.26,0.0437,0.07719999999999999,0.1448
TCO,2570.0,,-0.03,0.35109999999999997,0.023700000000000002,
PEN,5660.0,11.64,0.67,0.0704,0.0374,0.081
TNDM,3870.0,19.83,0.58,-0.042199999999999994,-0.0432,-0.1014
TXRH,2860.0,3.13,0.9,0.051500000000000004,0.052300000000000006,0.1543
ZNGA,6550.0,3.31,0.28,0.0458,0.021400000000000002,0.0371
XPO,4440.0,1.64,2.51,0.0241,0.0378,0.1485
TPRE,703070.0,0.5,1.02,-0.18289999999999998,-0.0216,-0.0902
MBIN,436200.0,0.99,1.01,0.4719,0.0154,0.15869999999999998
SPPI,267420.0,1.4,2.08,0.0,-0.2988,-0.6388
LRN,772120.0,1.19,0.2,0.0223,0.0197,0.0356
WIFI,470170.0,5.1,1.22,-0.038,-0.0015,-0.10640000000000001
R,1420.0,0.57,2.06,-0.020099999999999996,0.0182,-0.0741
CTS,805090.0,1.99,0.87,0.06280000000000001,0.0528,0.0728
PTC,7080.0,5.68,1.18,0.027999999999999997,0.0349,0.029900000000000003
WMK,1120.0,1.06,0.1,0.022000000000000002,0.0381,0.07629999999999999
AVCO,117450.0,16.53,0.81,0.0,-0.9304000000000001,-2.6357
RCUS,638120.0,3.9,1.25,0.0,-0.2828,-0.5234000000000001
QTRX,518510.0,4.03,1.79,-0.7152,-0.21780000000000002,-0.5611999999999999
RTRX,629610.0,2.85,0.82,-0.5700999999999999,-0.08990000000000001,-0.4092
CIT,1700.0,0.29,1.92,-0.1198,-0.0039000000000000003,-0.0364
OBNK,475390.0,0.79,1.15,0.2082,0.0074,0.0689
ZUMZ,804280.0,1.88,1.8,0.0647,0.0742,0.15439999999999998
TCFC,130419.99999999999,0.72,0.73,0.2528,0.008,0.0821
CLCT,145260.0,6.42,1.61,0.1402,0.2327,0.5372
INDB,2210.0,1.25,1.0,0.3206,0.0149,0.11259999999999999
NDSN,9310.0,5.7,,0.157,0.0802,0.2181
PFBC,504460.0,1.07,1.46,0.4771,0.0167,0.1673
WINA,465180.0,37.37,0.83,0.4376,0.5056,
TPH,1140.0,0.52,1.57,0.075,0.0509,0.11460000000000001
BH,167770.0,0.19,2.31,-0.1643,0.0203,-0.193
SHEN,2450.0,5.23,0.18,0.0864,0.0326,0.1164
PKOH,239900.0,0.71,1.82,0.0183,0.0414,0.08869999999999999
LM,4250.0,1.12,0.77,0.086,,0.06849999999999999
FNKO,197380.0,0.88,2.43,0.0070999999999999995,0.0412,0.050300000000000004
AT,223920.0,,0.52,-0.0782,0.0262,-0.1367
PDM,2220.0,1.22,0.76,0.3494,0.0171,0.10710000000000001
VGR,1390.0,,0.99,0.055999999999999994,0.1061,
TCBK,907510.0,0.99,0.79,0.2838,0.0132,0.09939999999999999
RVSB,113970.0,0.77,0.94,0.27699999999999997,0.013500000000000002,0.1117
CUZ,4350.0,1.0,1.01,0.39640000000000003,0.0191,0.0791
OC,4180.0,0.9,1.47,-0.0784,0.050499999999999996,-0.1418
STML,254120.0,1.55,1.34,-1.5030000000000001,-0.2981,-0.5512
AXDX,458100.0,,2.9,0.0,-0.3069,-8.378400000000001
FOXF,1620.0,3.84,1.64,0.1075,0.0809,0.212
HOME,362840.0,0.44,1.84,-0.15710000000000002,0.022799999999999997,-0.325
ALSN,3690.0,4.73,1.33,0.2165,0.1242,0.8005
