Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
AHH,832090.0,2.41,0.76,0.1167,0.016399999999999998,0.0625
DEI,5350.0,1.97,0.77,0.37329999999999997,0.0203,0.105
VEC,479820.0,1.84,1.67,0.0258,0.0512,0.1475
ZIOP,525000.0,5.53,2.48,0.0,-0.27899999999999997,-0.9637
NKSH,207020.0,1.13,0.53,0.365,0.0132,0.09119999999999999
ADRO,221490.0,3.38,0.29,-2.4393000000000002,-0.1401,-0.7604000000000001
PDLB,177920.0,1.12,0.51,-0.17559999999999998,-0.0064,-0.043
CBZ,1140.0,1.73,0.63,0.0733,0.0438,0.10880000000000001
WWE,2630.0,9.54,1.47,0.10439999999999999,0.127,0.3629
SABR,1630.0,1.74,1.77,-0.031,0.016200000000000003,-0.127
CTO,217560.0,0.75,0.74,2.0556,0.0108,-0.0040999999999999995
FRBK,128880.0,0.52,1.21,-0.044199999999999996,-0.0015,-0.0181
ODT,885260.0,5.46,1.06,0.0,-0.5157,-0.97
MNOV,163600.0,2.18,1.73,0.0,-0.0962,-0.1478
AGNC,6010.0,0.59,0.9,0.0,-0.0196,-0.19690000000000002
PFNX,302220.0,4.18,0.86,-0.0703,-0.0246,-0.042800000000000005
RTIX,210390.0,0.88,2.14,-0.037200000000000004,0.0068000000000000005,-0.0407
VPG,271770.0,1.13,1.45,0.06269999999999999,0.0447,0.0739
AXL,407930.0,0.42,2.54,-0.16690000000000002,0.036699999999999997,-1.0719
MNKD,219530.0,,2.16,-0.7495999999999999,-0.26530000000000004,
RNET,36820.0,0.79,1.62,-0.1393,0.0104,-1.0637999999999999
KALU,1090.0,1.49,1.11,0.0424,0.061799999999999994,0.0859
BYSI,402440.0,21.06,1.1,0.0,-0.9761,-3.7089
ITI,202710.0,3.21,0.92,-0.0755,-0.0617,-0.16870000000000002
RGLD,5750.0,2.59,0.8,0.3603,0.04650000000000001,0.0781
CIO,394690.0,0.88,1.31,0.0233,0.0159,0.0096
PMBC,111170.0,0.75,0.65,0.0579,0.0016,0.0168
EGAN,224950.0,7.79,0.74,0.0741,0.0489,0.1972
PLUG,1090.0,8.07,1.22,-0.36869999999999997,-0.060599999999999994,-1.3115
ASPS,119110.0,,1.4,-0.5272,0.0103,-2.3852
CNDT,512190.00000000006,0.39,1.65,-0.38420000000000004,0.0002,-0.7559999999999999
TRUP,913250.0,6.68,1.55,-0.004,-0.0031,-0.0123
GATX,2180.0,1.19,1.07,0.1559,0.022400000000000003,0.11869999999999999
FIVE,6300.0,9.77,1.13,0.09480000000000001,0.0933,0.2546
FSBW,160600.0,0.78,1.33,0.2475,0.0131,0.1173
CVA,1130.0,3.0,1.22,-0.0143,0.018000000000000002,-0.0713
PHAS,95260.0,1.59,,0.0,-0.4375,-0.9605
APYX,122720.0,1.72,0.7,-0.5814,-0.16269999999999998,-0.2078
INSP,1470.0,10.5,1.3,-0.473,-0.1497,-0.2895
APLE,2050.0,0.62,1.05,0.1091,0.022799999999999997,0.039900000000000005
BPOP,3080.0,0.52,1.3,0.25120000000000003,0.0106,0.0968
SPOK,203040.0,0.81,0.11,-0.10300000000000001,-0.023399999999999997,-0.0625
GIII,1310.0,1.04,2.55,0.0455,0.0647,0.11599999999999999
CWH,502120.0,,3.55,-0.0102,0.0254,
COR,4390.0,27.78,0.32,0.1274,0.042800000000000005,0.40850000000000003
GERN,271750.0,1.78,1.65,0.0,-0.2583,-0.4382
MBII,118890.0,5.05,0.1,-1.3291,-0.2259,-2.3391
FNF,6780.0,1.26,1.21,0.0951,0.0705,0.1539
HMN,1510.0,0.96,0.48,0.1201,0.0139,0.1177
MOD,391160.0,0.75,2.32,0.0052,0.025699999999999997,0.0199
REXR,4770.0,2.06,0.69,0.23199999999999998,0.014499999999999999,0.0279
LPI,90920.0,0.11,4.35,-0.1174,0.1462,-0.08689999999999999
AVYA,668680.0,0.6,1.8,-0.491,0.0163,-1.1298000000000001
BCPC,3190.0,4.29,0.6,0.122,0.0616,0.1092
PFS,845810.0,0.6,1.03,0.2878,0.0097,0.0694
TRTN,1840.0,0.86,1.77,0.2475,0.0414,0.13949999999999999
ITIC,241930.0,1.26,0.66,0.10279999999999999,0.0565,0.0973
CCS,483460.0,0.46,1.83,0.046799999999999994,0.0395,0.1245
RVNC,843990.0,3.74,1.54,0.0,-0.2572,-0.7028
TREC,147560.0,0.86,0.77,-0.0235,0.0196,-0.0478
PEI,413340.0,0.9,2.05,-0.0315,0.006500000000000001,-0.026699999999999998
BF-A,31760.0,15.82,0.76,0.2525,0.1298,0.49060000000000004
DX,239930.0,0.57,1.34,0.0,-0.0382,-0.3444
SYKE,1090.0,1.25,0.86,0.0409,0.044000000000000004,0.0787
SMPL,2100.0,1.78,0.64,0.038599999999999995,0.04190000000000001,0.0253
EB,632480.0,1.49,,-0.6969,-0.152,-0.5715
LII,6950.0,,0.88,0.0942,0.1375,
AEL,1720.0,0.38,1.75,0.242,0.0064,0.1606
AEGN,550080.0,1.29,1.3,-0.0151,0.038900000000000004,-0.0383
EXEL,5270.0,3.12,1.53,0.30010000000000003,0.12119999999999999,0.18760000000000002
CIX,189130.0,1.17,0.32,0.12990000000000002,0.0664,0.1024
RLI,3950.0,3.97,0.25,0.0756,0.011200000000000002,0.0717
FCF,895860.0,0.85,1.14,0.2716,0.0104,0.08310000000000001
BFST,181410.0,0.62,0.96,0.2536,0.0103,0.08199999999999999
CLGX,2430.0,2.55,1.21,0.045599999999999995,0.0397,0.1027
MBI,515230.0,0.62,1.08,-2.052,-0.0241,-0.7903
OFLX,851960.0,22.79,0.72,0.157,0.19579999999999997,0.31629999999999997
TG,523770.0,1.39,1.02,0.006500000000000001,0.0407,0.0173
ECOM,205930.0,2.07,0.77,0.0599,0.0404,0.0812
SSD,2690.0,3.02,1.34,0.1276,0.10890000000000001,0.17670000000000002
IOVA,3800.0,12.7,1.2,0.0,-0.39630000000000004,-0.6788
ALOT,87850.0,1.2,0.56,0.0132,0.0129,0.024900000000000002
EVFM,264100.0,16.89,-0.71,0.0,-3.8637,
EXLS,1790.0,2.66,1.2,0.0755,0.0481,0.11720000000000001
SB,177760.0,0.38,0.99,0.08109999999999999,0.025099999999999997,0.033
ALCO,232170.0,1.19,0.69,0.3081,0.057999999999999996,0.1996
TAST,93680.0,0.3,2.31,-0.027999999999999997,-0.0074,-0.183
FSS,1640.0,2.56,1.14,0.09269999999999999,0.08439999999999999,0.193
ADMS,81380.0,,1.75,-1.6044,-0.2612,-3.8356
TGTX,1080.0,28.07,2.27,0.0,-1.0519,-21.0973
OCFC,959360.0,0.83,0.98,0.2738,0.009000000000000001,0.0662
NNN,5540.0,1.28,0.63,0.41700000000000004,0.0331,0.0674
AXNX,876920.0,4.79,,-2.086,-0.271,-0.5361
THO,4440.0,2.1,2.51,0.022799999999999997,0.0677,0.1007
SYNL,79080.0,0.74,0.43,-0.0111,-0.0051,-0.0311
CZR,4610.0,2.16,1.96,-0.09570000000000001,0.020499999999999997,-0.2905
HLX,245940.0,0.14,3.63,0.0583,0.013000000000000001,0.0259
IBCP,281750.0,0.8,0.98,0.2546,0.011899999999999999,0.1231
MIK,723650.0,,2.55,0.0537,0.12,
FLO,4340.0,3.44,0.37,0.022099999999999998,0.057,0.0718
WAFD,1970.0,0.96,0.99,0.3601,0.0124,0.1052
GLT,541450.0,0.97,1.64,-0.0209,0.0326,-0.0415
SNV,2590.0,0.59,1.72,0.2788,0.009899999999999999,0.0998
CHRA,50860.0,0.97,,-0.0962,-0.0297,-0.6612
RIG,712870.0,0.06,2.43,-0.4772,-0.0028000000000000004,-0.1209
DRQ,1070.0,0.98,1.38,-0.0286,0.0026,-0.0113
MTN,9460.0,7.26,1.15,0.1263,0.0653,0.1941
APPS,615480.0,12.7,1.76,-0.0535,0.0765,-0.1463
DY,1030.0,1.19,1.41,0.0171,0.0335,0.0684
RECN,402760.0,1.34,,,,
CCXI,2480.0,37.53,2.06,-1.9293,-0.1935,-0.9265000000000001
CTBI,566500.0,0.92,0.8,0.3232,0.013000000000000001,0.0944
AIMC,1130.0,0.59,2.53,-0.0138,0.0321,-0.013600000000000001
ITGR,2060.0,1.79,1.13,0.0832,0.044800000000000006,0.0901
SLCT,137760.0,0.65,0.78,0.2168,0.0087,0.0509
BOKF,2990.0,0.62,1.63,0.2686,0.0104,0.0946
AMSWA,477990.0,4.06,0.51,0.0718,0.020499999999999997,0.069
WABC,1580.0,2.16,0.7,0.3883,0.0139,0.11410000000000001
ESI,2080.0,0.94,1.87,0.0424,0.0349,0.0416
CNSL,332340.0,0.97,1.16,0.0018,0.018600000000000002,0.0079
CMD,2770.0,3.78,1.17,0.0202,0.0571,0.0301
WBT,725830.0,2.87,1.86,0.027999999999999997,0.0599,0.21789999999999998
CBS,8810.0,0.65,,,,
BKE,1200.0,2.88,1.16,0.11599999999999999,0.11779999999999999,0.2667
PEBK,120420.0,0.88,0.66,0.2071,0.0108,0.098
AVNS,1290.0,1.02,1.21,-0.030699999999999998,-0.0053,-0.0173
HBCP,221440.0,0.7,0.69,0.24350000000000002,0.009899999999999999,0.0707
CIM,1690.0,0.43,0.92,-0.09939999999999999,-0.0031,-0.0209
GHM,216240.0,2.2,0.77,-0.035699999999999996,0.0060999999999999995,-0.0321
HLI,3420.0,3.61,0.74,0.1586,0.1185,0.196
MPX,274490.0,3.56,1.11,0.0931,0.1707,0.33039999999999997
SWN,915420.0,0.28,1.6,-0.47350000000000003,0.0776,-0.539
TMHC,1430.0,0.56,1.57,0.0332,0.0352,0.059800000000000006
PENN,1480.0,0.8,2.31,-0.11800000000000001,0.027999999999999997,-0.3864
WPX,1710.0,0.38,3.66,-0.0349,0.0078000000000000005,0.021400000000000002
FRME,1420.0,0.8,1.2,0.3617,0.013999999999999999,0.0989
PRTY,221040.0,0.28,2.66,-0.2267,0.0252,-0.6774
MTX,1240.0,0.88,1.78,0.0747,0.045899999999999996,0.0958
FRBA,140640.0,0.62,0.86,0.2132,0.0064,0.0583
PGNX,329060.0,7.07,1.88,-1.8028,-0.2918,-1.1689
NEWR,2740.0,7.41,1.09,-0.1484,-0.0447,-0.2444
EBSB,587950.0,0.81,0.91,0.34759999999999996,0.0103,0.09230000000000001
RCKT,769010.0,2.5,1.54,0.0,-0.1653,-0.35619999999999996
DCO,289470.0,0.99,1.2,0.045599999999999995,0.0495,0.11630000000000001
CIEN,6260.0,2.88,0.84,0.07780000000000001,0.0683,0.1328
LOVE,165010.0,1.95,,-0.0652,-0.08289999999999999,-0.18
KWR,2240.0,1.81,1.48,-0.008199999999999999,0.0366,-0.0129
CROX,1160.0,8.67,1.82,0.08710000000000001,0.10189999999999999,0.976
AGS,94190.0,0.7,2.88,-0.09119999999999999,0.013300000000000001,-0.207
ALEC,1910.0,9.79,,0.0,-0.1509,-0.3856
IIVI,2600.0,1.26,1.17,-0.0452,0.0288,-0.0576
RICK,90980.0,0.54,1.52,0.045700000000000005,0.057300000000000004,0.0512
FET,19750.0,0.04,4.29,-0.6875,-0.015300000000000001,-0.8096
MTSC,431730.0,0.88,1.49,0.0259,0.0504,0.046799999999999994
CLDT,278930.0,0.37,1.9,-0.0361,0.015600000000000001,-0.014199999999999999
LJPC,114560.0,,2.68,0.0,-0.35,
SIX,1060.0,,2.21,0.1119,0.0973,
ROLL,2820.0,2.62,1.24,0.17329999999999998,,0.1231
JCOM,3530.0,2.69,0.75,0.1281,0.0587,0.1566
AGLE,135540.0,2.26,2.06,0.0,-0.5283,-1.0034
MMI,1060.0,2.15,1.15,0.0889,0.0962,0.159
CWCO,247880.0,1.51,0.25,0.12240000000000001,0.032799999999999996,0.0617
DAKT,266370.0,1.35,0.73,-0.0151,-0.012199999999999999,-0.0482
AQUA,1310.0,3.17,2.2,0.0454,0.0392,0.174
SEIC,6850.0,3.94,1.29,0.2985,0.1454,0.29469999999999996
STIM,35390.0,0.74,,-0.5558,-0.18719999999999998,-0.6696
TWNK,1390.0,0.94,0.75,0.0478,0.0248,0.034
HURN,1040.0,1.77,0.68,-0.0043,0.0415,-0.0068000000000000005
FIX,1330.0,2.28,1.04,0.0404,0.0726,0.2024
PLOW,811670.0,2.59,0.77,0.07200000000000001,0.061500000000000006,0.1384
INGR,5060.0,1.86,0.78,0.062400000000000004,0.0737,0.1547
AGIO,2440.0,3.81,2.09,-2.052,-0.2867,-0.5759000000000001
CSTR,181750.0,0.66,1.22,0.2224,0.0092,0.0709
LGND,1170.0,1.52,1.6,-0.5563,-0.0052,-0.0702
QDEL,4110.0,7.34,1.06,0.1573,0.0837,0.16570000000000001
XENT,385560.0,3.27,1.14,-0.4861,-0.22719999999999999,-0.4388
SCHN,447320.0,0.66,1.4,0.0125,0.0273,0.038599999999999995
CARS,287930.0,0.25,1.96,-2.0376,0.0096,-1.2612
CDNA,939120.0,9.49,0.9,-0.14529999999999998,-0.1067,-0.2057
JOUT,632180.0,1.91,0.86,0.0924,0.09210000000000002,0.163
ELF,805130.0,3.48,2.39,-0.25170000000000003,,
ACBI,254970.0,0.78,1.16,0.5665,0.0086,0.073
FLR,2680.0,1.13,2.91,-0.0705,-0.023,-0.5125
TRNS,195580.0,3.02,0.76,0.0466,0.0581,0.1273
MTZ,2410.0,1.35,1.39,0.054400000000000004,0.0702,0.24780000000000002
KDP,34150.0,1.47,,0.1051,0.0331,0.0521
CAC,476420.0,0.99,0.96,0.33630000000000004,0.0125,0.1192
CEIX,96050.0,0.22,3.06,0.0483,0.025,0.1326
ITCI,1020.0,5.22,1.83,0.0,-0.25239999999999996,-0.4458
UCBI,1430.0,0.88,1.39,0.31620000000000004,0.013600000000000001,0.1101
SYNH,4110.0,1.36,1.8,0.041299999999999996,0.0291,0.067
CHE,6880.0,9.46,0.67,0.11599999999999999,0.15710000000000002,0.3636
FCFS,3010.0,2.2,0.56,0.08310000000000001,0.0683,0.1222
HAIN,2650.0,1.74,0.72,-0.0433,0.032,0.0121
IIIN,255500.0,1.04,1.94,0.0118,0.0128,0.0215
ARAY,171980.0,3.07,2.03,0.0064,0.0168,0.048
SPWH,280130.0,2.81,0.49,0.022799999999999997,0.0424,0.214
CTRE,1410.0,1.52,1.03,0.2953,0.0379,0.057300000000000004
RDNT,532800.0,3.51,1.64,0.0018,0.0222,0.054000000000000006
LXFR,387880.0,2.23,0.82,0.030699999999999998,0.07150000000000001,0.07490000000000001
GORO,191240.0,1.21,1.98,0.0134,0.030600000000000002,0.012
MCB,223540.0,0.75,1.36,0.2576,0.009000000000000001,0.0951
NYT,5090.0,4.37,0.86,0.0799,0.049,0.1266
AERI,627430.0,3.76,0.95,-2.5292,-0.3392,-1.2573
CBL,182820.0,0.24,2.67,-0.14150000000000001,0.0271,-0.1387
MSBI,427120.0,0.62,1.15,0.1777,0.0073,0.0691
SGMS,911800.0,,2.46,-0.0806,0.0381,
MATX,1320.0,1.64,1.13,0.0339,0.0252,0.0947
FDEF,555200.0,1.29,1.45,0.1143,0.0032,0.0235
PLCE,898920.0,3.53,1.95,0.0392,0.06709999999999999,0.2667
ANDE,628670.0,0.65,0.86,-0.0007000000000000001,0.0070999999999999995,-0.0207
ECOR,28900.0,1.19,,0.0,-0.5279,-1.107
ARDX,506160.0,2.71,1.88,0.0,-0.2725,-0.7023999999999999
CNMD,1630.0,2.3,1.22,0.0353,0.0329,0.0481
EGBN,972680.0,0.82,1.11,0.41159999999999997,0.0144,0.11449999999999999
EDIT,1090.0,4.14,1.99,0.0,-0.231,-0.6297
PTE,41460.0,1.07,1.73,0.0,-0.7548,-1.6277000000000001
TPX,2250.0,6.26,2.01,0.0682,0.0814,0.9647
HUBS,5770.0,8.88,1.58,-0.0836,-0.0218,-0.0958
NR,80640.0,0.15,2.93,-0.0341,0.011899999999999999,-0.0479
CVTI,160540.0,0.46,1.39,0.0021,,
UIHC,396800.0,0.79,0.82,-0.0652,-0.0138,-0.0969
FEYE,2360.0,3.36,1.02,-0.28600000000000003,-0.0435,-0.40590000000000004
GDP,53390.0,0.63,2.46,0.14429999999999998,0.075,0.2047
IDT,201020.0,3.64,1.11,0.0023,-0.0007000000000000001,0.0529
MNSB,139450.0,1.01,0.67,0.3214,0.0115,0.1069
MNRL,470400.0,0.61,,0.2286,0.06860000000000001,0.09119999999999999
REGI,801120.0,0.71,1.42,0.18969999999999998,0.2152,0.5335
LILAK,1890.0,0.6,1.61,-0.056799999999999996,0.0253,-0.08220000000000001
IDCC,1370.0,1.8,1.17,0.073,0.0181,0.0219
LAMR,5170.0,4.38,1.36,0.20350000000000001,0.053200000000000004,0.32159999999999994
TSE,691800.0,1.03,1.74,0.0055000000000000005,0.0064,0.029300000000000003
ADUS,1230.0,4.26,0.43,0.0333,0.039,0.0552
EPC,1310.0,0.97,0.76,-0.1788,0.053899999999999997,-0.2416
DGII,276230.0,0.78,1.81,0.0235,0.0155,0.0176
SRC,2690.0,0.83,1.15,0.21739999999999998,0.0301,0.037599999999999995
XLRN,4810.0,10.7,0.76,-1.8230000000000002,-0.1796,-0.298
ADTN,368310.0,0.97,1.33,-0.1272,-0.0348,-0.15789999999999998
BFS,763720.0,4.02,1.01,0.2253,0.040999999999999995,0.1458
SERV,3560.0,1.53,1.06,0.0341,0.0332,0.034
NFBK,550420.0,0.79,0.73,0.3056,0.0075,0.0521
UMH,447060.0,3.16,1.06,-0.12029999999999999,0.0137,-0.0363
RBCAA,619080.0,0.9,,0.3146,0.016,0.1184
AIR,1210.0,1.31,1.66,0.0197,0.0366,0.0726
AMRC,809100.0,1.89,0.47,0.05,0.025099999999999997,0.1026
BAND,1590.0,5.89,0.65,-0.0022,-0.0187,-0.0019
B,2110.0,1.66,1.16,0.1066,0.055099999999999996,0.12480000000000001
BDSI,378260.0,5.42,0.77,-0.0501,0.051,-0.125
CLR,2790.0,0.41,3.56,0.1009,0.037599999999999995,0.059699999999999996
NAV,3640.0,,2.58,0.0163,0.0524,
NTNX,6320.0,99.49,1.95,-0.6812999999999999,-0.2751,-5.3284
TDY,10900.0,4.01,1.0,0.1277,0.073,0.1604
HSC,549100.0,0.74,2.6,0.3074,0.0342,0.0302
STBA,1080.0,0.9,0.7,0.3182,0.0109,0.08349999999999999
QCRH,429540.0,0.8,1.15,0.2667,0.0108,0.1085
RUSHA,1140.0,0.99,1.33,0.0222,0.0365,0.11349999999999999
DNLI,1850.0,4.68,1.79,0.0,-0.2101,-0.4056
ASNA,43880.0,0.25,1.6,-0.1223,-0.014499999999999999,-1.956
OPRX,132600.0,2.96,0.21,-0.1985,-0.0754,-0.1698
SPFI,279690.0,0.91,,0.19079999999999997,0.0106,0.1294
LNN,1070.0,3.93,0.26,0.0409,0.0356,0.0665
INBK,160950.0,0.53,0.83,0.3346,0.006500000000000001,0.08529999999999999
ATI,1080.0,0.51,1.85,0.0647,0.0351,0.1309
CYCN,73550.0,0.75,,0.0,-0.9292,-2.8692
NEXT,227170.0,2.46,0.8,0.0,-0.0967,-0.138
BCOV,271630.0,3.66,0.79,-0.1309,-0.0323,-0.36340000000000006
SCOR,197690.0,0.76,0.83,-0.8637,-0.0388,-0.8331000000000001
TRTX,427050.0,0.28,1.98,-1.2336,-0.024700000000000003,-0.1009
PTVCB,195690.0,0.54,0.56,-0.038,-0.008100000000000001,-0.052300000000000006
ORI,4640.0,0.77,0.86,0.006500000000000001,0.0023,0.0073
SPNE,222530.0,2.03,0.9,-0.2693,-0.1177,-0.2652
VST,7800.0,0.98,0.97,0.0646,0.048,0.095
ROAD,874590.0,2.5,1.02,0.0504,0.0667,0.1235
JOE,990080.0,1.87,0.97,0.1793,0.0212,0.0444
RWT,581080.0,0.32,1.09,0.0,-0.0677,-0.7284999999999999
LEN-B,18390.0,0.94,1.51,0.0877,0.055999999999999994,0.1283
UUUU,133730.0,1.07,0.67,0.0,-0.1275,-0.2249
NNBR,73970.0,0.21,3.3,-0.33030000000000004,0.0054,-0.9662000000000001
BBX,213390.0,0.38,1.64,-0.014199999999999999,0.0154,-0.0054
NXRT,637730.0,1.47,1.07,0.6840999999999999,0.0051,0.3892
ATLO,188610.0,1.0,0.68,0.31079999999999997,0.0101,0.0902
ECPG,730250.0,0.71,1.41,0.0802,0.0521,0.1223
BLFS,194300.0,2.38,1.39,1.5559,0.006,0.9373999999999999
VSLR,544810.0,2.86,1.29,-0.32030000000000003,-0.0425,-1.1527
GPI,804460.0,0.64,2.18,0.0138,0.0451,0.1435
GOGO,177600.0,,1.09,-0.2607,0.0104,
CPE,217370.0,0.07,2.89,0.4017,0.056900000000000006,0.1036
GEF-B,2100.0,1.65,1.15,0.0361,0.0646,0.1597
ZEUS,113810.0,0.37,1.61,0.0016,0.0115,0.0077
ZIXI,245510.0,5.95,1.28,-0.047,0.0139,-0.0621
FRTA,389160.0,3.22,2.6,0.0023,0.0317,0.037000000000000005
MCY,2250.0,1.25,0.37,0.0123,0.0052,0.0269
KRA,258029.99999999997,0.34,3.16,0.139,0.0233,0.275
LAND,252960.0,0.91,0.76,0.0975,0.021,0.0189
POOL,7860.0,19.16,0.74,0.07919999999999999,0.126,0.9065000000000001
BEAT,1310.0,3.58,1.35,0.0594,0.056799999999999996,0.0712
IRT,816250.0,1.38,1.16,0.2096,0.0173,0.0697
YUMC,16030.000000000002,5.21,0.87,0.0672,0.0629,0.1866
RMAX,672580.0,1.35,1.59,0.0827,0.0805,0.4778
STFC,1220.0,1.27,0.1,-0.060899999999999996,-0.0199,-0.08689999999999999
ADT,3330.0,1.04,2.18,-0.1253,0.0095,-0.1868
WD,1220.0,1.18,1.17,0.21530000000000002,0.056299999999999996,0.1793
PFPT,5830.0,9.83,1.41,-0.1885,-0.0415,-0.3309
AGM,584780.0,1.04,1.23,0.5489999999999999,0.0045000000000000005,0.1334
PFGC,2860.0,2.08,1.4,0.004,0.0252,0.06559999999999999
OI,1110.0,2.38,1.66,-0.0649,0.0379,-0.7514
SIEN,99510.0,1.22,1.24,-1.3113,-0.25079999999999997,-2.2441
FAF,4730.0,1.07,1.05,0.1047,0.0484,0.1609
LBC,514960.00000000006,0.81,1.02,0.3529,0.0063,0.0746
TALO,375720.0,0.35,4.15,0.3564,0.1026,0.2842
TDC,2220.0,8.47,1.09,0.08470000000000001,0.0048,0.3872
AFG,6300.0,1.0,0.87,0.036699999999999997,0.0045000000000000005,0.0446
NOVT,2810.0,6.74,1.21,0.06480000000000001,0.0559,0.10210000000000001
BHR,293660.0,0.81,2.75,0.0008,0.0075,0.0023
PDLI,337690.0,0.57,0.88,-1.2787,-0.0319,-0.1508
AMRS,419560.0,,0.37,-1.5800999999999998,-0.47740000000000005,
EFC,249980.0,0.35,2.07,0.0,-0.0246,-0.1165
LBRT,302780.0,0.55,3.58,0.011699999999999999,0.0321,0.0564
CVGI,46580.0,0.36,3.35,-0.0222,0.0379,-0.16820000000000002
OXM,1180.0,2.29,1.19,0.061,0.0689,0.136
JNCE,161730.0,0.93,2.37,0.3123,0.1234,0.34630000000000005
WERN,2510.0,2.25,0.87,0.0626,0.056600000000000004,0.1295
EBTC,319580.0,1.08,0.49,0.23309999999999997,0.0092,0.1035
MLHR,2020.0,2.38,1.58,0.0785,0.0886,0.2552
KAR,1550.0,0.94,1.05,0.0415,0.0241,0.052000000000000005
NTGR,675890.0,1.11,0.82,0.009000000000000001,0.01,0.0143
RNST,1230.0,0.58,1.36,0.22219999999999998,0.009300000000000001,0.0599
RLGY,347010.0,0.17,2.63,-0.0973,0.0327,-0.24480000000000002
CHCT,838580.0,2.4,0.62,0.16870000000000002,0.025699999999999997,0.0346
TTC,8560.0,9.96,0.7,0.0861,0.1278,0.3542
MESA,115790.0,0.26,,0.0381,0.0418,0.06559999999999999
PBYI,331840.0,19.0,1.3,-0.3674,-0.1392,-3.1199
NAT,724370.0,1.27,0.53,-0.0326,0.019,-0.0173
BYND,4120.0,10.73,,-0.011200000000000002,0.0273,-0.0171
TRIP,2330.0,2.01,1.28,0.0575,0.0363,0.0663
IDA,4430.0,1.8,0.45,0.1769,0.027000000000000003,0.09390000000000001
PATK,664410.0,1.34,2.41,0.0388,0.0676,0.1945
TGI,1310.0,,2.71,-0.0496,0.048600000000000004,
UBA,856140.0,2.56,0.86,0.2657,0.0341,0.0632
FLXN,303490.0,,2.06,-1.7575999999999998,-0.3464,-14.3105
DECK,3750.0,3.34,0.9,0.132,0.1293,0.2652
VSH,2080.0,1.4,1.53,0.045599999999999995,0.042800000000000005,0.07980000000000001
FBP,1160.0,0.53,1.57,0.2268,0.009899999999999999,0.0587
AAON,2510.0,8.67,0.72,0.1355,0.1477,0.23620000000000002
JBL,4870.0,2.64,1.26,0.0051,0.0358,0.0751
GBL,304480.0,5.56,1.77,0.2382,0.47700000000000004,1.5891
UBX,283370.0,2.35,0.22,0.0,-0.3737,-0.726
MUSA,2460.0,3.07,1.01,0.0197,0.0935,0.30920000000000003
INSM,1440.0,5.5,2.75,-1.6281999999999999,-0.22210000000000002,-1.4055000000000002
OSBC,205270.0,0.74,1.51,0.2583,0.0118,0.12279999999999999
CPK,1410.0,2.51,0.28,0.1386,0.0366,0.10880000000000001
JELD,977740.0,1.2,2.84,0.011000000000000001,0.0342,0.061900000000000004
ARL,147810.0,0.62,0.78,-0.14800000000000002,-0.012,-0.0353
ATGE,1390.0,1.07,1.05,0.17170000000000002,0.0541,0.1744
AGO,2320.0,0.35,1.34,0.3151,0.0236,0.0447
KEX,2610.0,0.77,1.43,-0.054900000000000004,0.0226,-0.046799999999999994
MBWM,345750.0,0.82,1.14,0.32049999999999995,0.0134,0.1204
MFNC,112390.0,0.68,0.82,0.22719999999999999,0.0103,0.0873
MNK,166730.0,0.09,3.57,-0.3956,0.012199999999999999,-0.4926
OPB,630380.0,0.59,1.37,-0.1338,-0.0042,-0.033
URGN,378440.0,2.1,1.71,0.0,-0.355,-0.623
OPK,897570.0,0.56,2.27,-0.3292,-0.0397,-0.1771
NBEV,121270.0,1.31,1.71,-0.38530000000000003,-0.1042,-0.8140999999999999
TRHC,1190.0,6.43,1.26,-0.121,-0.0379,-0.198
IMMU,2880.0,10.79,3.37,0.0,-0.3791,-1.9797
BRX,2820.0,1.03,1.44,0.2343,0.0323,0.09949999999999999
ORRF,153750.0,0.69,0.96,0.1844,0.0087,0.0969
SIGI,2970.0,1.35,0.72,0.0802,0.0223,0.1121
UHAL,7370.0,1.82,0.6,0.0825,0.0286,0.08220000000000001
SPB,1570.0,1.07,1.89,-0.062,0.04019999999999999,-0.1273
GNMK,252690.0,20.78,3.13,-0.4018,-0.1886,-2.2584
MTW,293320.0,0.45,1.52,0.0375,0.0369,0.10980000000000001
GPX,111200.0,0.53,1.54,0.023700000000000002,0.018799999999999997,0.0692
NPO,811950.0,0.92,1.7,0.20579999999999998,0.0331,0.0103
XPER,702870.0,1.28,0.47,-0.053099999999999994,-0.0021,-0.0345
EBIX,462630.0,0.84,2.15,0.1663,0.0546,0.1577
BRKR,5530.0,6.03,1.36,0.08689999999999999,0.06559999999999999,0.19039999999999999
COLB,1930.0,0.89,1.02,0.29960000000000003,0.012,0.0759
UVE,580340.0,1.18,0.91,0.0282,0.014499999999999999,0.0512
BGCP,899490.0,1.31,2.19,0.0039000000000000003,0.0034999999999999996,0.0229
MSEX,1050.0,3.24,0.22,0.258,0.024900000000000002,0.11939999999999999
CELH,291500.0,4.6,1.15,-0.0128,0.0066,-0.025099999999999997
QTS,3500.0,3.77,0.52,0.0401,0.0106,0.0129
VIRT,4010.0,4.31,-0.45,0.09140000000000001,0.0297,0.2011
HBB,263760.0,4.71,1.23,-0.0058,0.0805,0.41619999999999996
VER,5270.0,0.77,,-0.2314,0.0252,-0.0418
SSB,1960.0,0.83,1.06,0.2695,0.0104,0.0708
NGVT,1450.0,2.73,2.47,0.1582,0.0885,0.4793
INT,1590.0,0.84,1.1,0.0051,0.0358,0.1001
